LocationID,ARPLatitude,ARPLongitude
'MD22,38-47-00.4180N,076-33-52.8510W
'6MD1,38-50-11.0000N,075-54-23.0000W
'9MD9,38-51-07.0200N,075-41-21.4200W
'3MD6,38-11-20.4530N,076-26-48.8260W
'4MD6,39-37-30.0000N,076-15-45.0000W
'MD27,38-33-23.4360N,076-41-33.8670W
'ESN,38-48-15.0000N,076-04-08.4000W
'MD28,38-48-33.4120N,075-59-31.7790W
'MD29,38-46-13.0200N,076-04-37.0200W
'MD81,38-54-53.0000N,076-30-17.0000W
'EDG,39-23-30.7450N,076-17-28.0460W
'2MD5,39-24-28.6000N,076-55-39.2000W
'58M,39-34-27.0000N,075-52-11.2000W
'93MD,39-33-42.6000N,075-50-05.4000W
'7MD2,39-41-06.0000N,077-19-06.0000W
'MD12,39-38-11.0000N,077-17-34.0000W
'W42,39-30-04.7650N,076-24-40.8050W
'7MD1,38-42-12.4130N,075-51-03.7640W
'5MD4,38-39-25.8200N,075-43-17.4300W
'00MD,38-45-25.4080N,075-45-13.7550W
'MD95,39-28-55.3720N,076-52-53.9220W
'MD31,39-34-45.8400N,076-22-26.4500W
'MD32,39-26-10.5500N,077-25-14.3800W
'FME,39-05-07.3920N,076-45-33.8920W
'MD98,39-42-00.3430N,077-29-58.9620W
'MD72,38-43-40.2000N,076-59-31.7500W
'3MD0,39-20-53.3710N,077-20-09.9440W
'7MD3,39-25-21.1000N,077-24-53.8000W
'FDK,39-25-03.2000N,077-22-27.5000W
'4MD8,39-21-30.0000N,077-20-23.0000W
'VKX,38-44-55.1100N,076-57-21.3200W
'MD34,39-09-12.3850N,077-12-59.9350W
'GAI,39-10-06.0000N,077-09-57.6000W
'29MD,39-21-46.0000N,075-48-46.0000W
'0MD0,39-08-11.7000N,076-37-11.2800W
'MD36,39-08-42.3930N,076-30-04.8620W
'6MD7,39-20-21.0000N,075-46-00.0000W
'50MD,38-58-03.0800N,076-10-58.0100W
'8MD4,38-58-50.0000N,075-46-40.0000W
'MD30,39-38-30.3450N,077-44-58.9770W
'HGR,39-42-30.6000N,077-43-35.4000W
'22MD,39-35-13.0000N,077-38-42.0000W
'5MD3,39-37-22.6400N,077-41-10.1400W
'7MD4,39-35-57.0000N,077-45-50.0000W
'MD08,39-31-56.1100N,076-06-10.4000W
'M06,39-32-29.4080N,076-04-10.8180W
'MD35,38-26-05.4210N,075-39-04.7390W
'3MD5,38-37-16.4160N,075-50-28.7640W
'MD39,38-31-15.4340N,077-15-06.9300W
'2W5,38-35-49.3750N,077-04-20.8500W
'MD40,39-32-58.3800N,076-33-45.8830W
'MD42,39-37-10.3580N,077-13-38.9400W
'5MD8,38-29-27.4390N,077-00-41.9080W
'MD97,38-27-41.4420N,077-02-46.9110W
'MD83,38-31-15.0000N,077-04-05.0000W
'6MD6,38-31-42.6300N,076-58-15.5200W
'MD43,39-07-06.3940N,076-29-47.8610W
'MD37,39-05-13.3900N,076-53-49.9060W
'0MD5,39-05-16.4100N,076-52-56.1300W
'W18,39-04-36.9960N,076-49-40.7150W
'W50,39-14-36.8000N,077-09-01.2000W
'1MD5,39-11-31.3830N,077-06-23.9270W
'8MD7,38-14-19.0000N,076-39-35.0000W
'MD45,38-13-50.4600N,076-37-43.8570W
'2W6,38-18-55.3000N,076-33-00.4000W
'7MD5,38-18-07.4000N,076-38-21.5200W
'MD02,38-18-05.4000N,076-38-12.6000W
'2MD6,38-08-38.4560N,076-28-19.8300W
'8MD5,39-29-54.0000N,077-13-18.0000W
'2MD7,39-12-40.3860N,076-40-18.8860W
'MD47,39-19-58.3750N,077-05-48.9300W
'MD48,39-28-24.3840N,076-30-00.8740W
'MD50,38-21-40.4450N,076-24-18.8200W
'4MD0,38-22-27.4460N,076-28-58.8290W
'MD80,38-27-19.3800N,075-47-49.8000W
'2MD0,38-02-55.4430N,075-42-12.7440W
'7MD0,39-04-00.0000N,075-44-00.0000W
'MD1,39-17-57.7000N,075-47-57.8000W
'W00,38-56-28.8670N,076-46-20.5790W
'0MD6,39-22-52.3720N,077-06-20.9310W
'MD55,38-23-51.4480N,077-11-09.9220W
'70MD,38-27-31.4410N,077-14-05.9270W
'1MD6,38-56-46.4000N,076-52-05.9000W
'MD56,39-34-08.3620N,077-07-16.9360W
'16MD,39-40-07.0000N,075-57-37.0000W
'2G4,39-34-50.9000N,079-20-09.4000W
'3MD2,39-24-46.2700N,079-24-04.8400W
'2MD8,39-20-00.3640N,079-26-29.1740W
'42MD,39-28-05.7600N,079-25-31.0200W
'4MD2,39-25-47.3430N,079-27-14.1660W
'OXB,38-18-37.6000N,075-07-26.3000W
'18MD,39-09-16.9800N,077-03-18.1600W
'MD58,39-07-38.0000N,077-01-21.0000W
'4MD9,39-28-50.0000N,076-45-38.0000W
'NHK,38-17-10.7937N,076-24-35.8488W
'6MD8,38-26-31.5200N,075-24-10.6500W
'7MD7,38-00-01.4400N,075-34-58.7300W
'MD57,38-00-25.4420N,075-37-02.7370W
'MD00,38-02-46.4390N,075-33-11.7300W
'0MD9,38-33-39.0000N,076-35-45.5000W
'62MD,38-29-19.7000N,076-38-37.0800W
'5MD7,38-08-01.0000N,075-45-47.0000W
'5MD5,38-11-46.0000N,075-42-34.0000W
'48MD,38-08-57.0000N,075-39-44.0000W
'MD88,39-40-48.0600N,076-27-09.9700W
'0MD7,38-54-33.4100N,076-07-10.8030W
'3MD9,38-07-05.4540N,076-23-28.8180W
'MD01,38-08-36.4510N,076-21-23.8130W
'MD85,38-55-58.4080N,075-53-24.7700W
'RJD,38-58-12.4080N,075-51-58.7680W
'MD61,39-43-28.3900N,076-04-13.8160W
'8MD6,38-23-49.4480N,077-08-48.9180W
'1MD7,39-05-54.1400N,077-11-51.3200W
'1N5,38-24-45.9696N,075-37-00.9508W
'2MD4,38-23-40.4210N,075-33-26.7240W
'MD49,38-21-44.3100N,075-35-50.2800W
'SBY,38-20-24.6813N,075-30-34.1266W
'11MD,38-26-00.0000N,075-37-40.0000W
'MD67,39-02-47.3930N,076-59-00.9140W
'NUI,38-08-45.6000N,076-25-42.5000W
'MD59,38-23-38.1000N,076-30-21.5000W
'MD64,38-47-58.4210N,076-16-20.8180W
'MD68,39-24-40.3810N,076-42-58.9020W
'W29,38-58-35.2396N,076-19-47.8888W
'7MD8,38-51-23.4150N,076-21-41.8320W
'3W3,38-55-05.2000N,076-21-31.8000W
'MD69,39-20-00.3980N,076-04-58.8130W
'MD70,39-10-52.3980N,075-54-31.7790W
'32MD,39-11-22.0000N,075-52-36.6000W
'0MD1,39-11-14.4000N,075-47-33.7620W
'25MD,39-10-03.1400N,075-50-24.7600W
'6MD9,38-59-08.6100N,077-00-05.9100W
'33MD,39-40-47.7000N,077-06-49.0000W
'MD20,39-38-10.3600N,077-07-21.9380W
'4MD7,39-38-47.0000N,077-22-00.0000W
'7MD9,38-44-10.0000N,076-19-00.0000W
'MD06,38-20-07.4570N,076-52-42.8920W
'MD13,39-23-56.3840N,076-35-17.8830W
'08MD,39-23-18.3100N,076-36-38.9300W
'MD74,39-28-27.3660N,077-11-42.9350W
'MD73,39-27-30.3670N,077-08-52.9340W
'MD75,39-20-30.3720N,077-18-12.9420W
'MD05,38-30-27.0000N,077-07-17.8200W
'07MD,39-36-42.0000N,077-03-07.0000W
'DMW,39-36-29.8000N,077-00-27.6000W
'MD76,39-33-31.0000N,076-59-27.0000W
'2W2,39-28-01.3000N,077-01-02.8000W
'1MD8,39-40-58.3590N,077-05-49.9370W
'6MD3,39-35-49.0000N,077-32-48.0000W
'8MD0,39-23-00.0000N,077-01-03.0000W
'MD78,39-23-00.3710N,077-04-12.9300W
'MD79,39-15-10.3920N,076-05-03.8090W
'ME89,43-36-30.2830N,070-58-05.2320W
'02ME,43-32-14.2800N,070-55-45.7200W
'ME24,44-16-59.7750N,069-14-21.1550W
'ME3,46-23-45.0000N,069-00-18.0000W
'ME86,46-18-30.0000N,068-50-37.0000W
'LEW,44-02-54.5020N,070-17-00.6270W
'M00,44-16-03.2480N,069-46-54.1600W
'AUG,44-19-14.3390N,069-47-50.3450W
'08ME,44-48-51.2060N,070-20-43.2370W
'BGR,44-48-26.8000N,068-49-41.3000W
'ME02,44-48-29.6800N,068-45-07.6700W
'06B,44-54-25.2480N,068-48-18.1300W
'ME07,44-23-52.9800N,068-13-10.5000W
'BHB,44-26-59.1680N,068-21-41.6350W
'BST,44-24-33.8000N,069-00-42.6000W
'1ME1,44-24-38.3000N,069-00-33.1000W
'ME60,44-28-06.2390N,069-49-04.1750W
'09ME,43-20-27.0000N,070-51-17.0000W
'ME61,43-17-40.2970N,070-53-58.2180W
'06ME,44-24-54.8900N,070-50-39.3900W
'0B1,44-25-30.6000N,070-48-35.7000W
'B19,43-27-50.8000N,070-28-20.6000W
'ME08,45-02-25.2020N,069-52-08.2100W
'ME15,44-24-44.7600N,068-35-09.5000W
'ME44,43-55-21.8600N,069-35-44.5000W
'08B,44-00-00.0000N,069-53-13.7000W
'0B2,44-45-49.8000N,068-46-04.3000W
'ME37,44-02-43.7100N,070-42-54.2200W
'18ME,43-53-36.9500N,069-29-43.4600W
'ME03,45-20-10.1830N,069-03-03.1480W
'BXM,43-53-32.4784N,069-56-19.7869W
'ME42,43-54-17.8700N,069-53-28.2000W
'ME70,45-02-15.2010N,069-28-45.1730W
'ME14,44-13-50.2810N,069-07-23.1400W
'CAR,46-52-17.9000N,068-01-05.5000W
'14ME,44-47-33.2460N,069-04-13.1550W
'B21,45-05-07.5800N,070-12-59.1150W
'2ME3,45-02-28.8600N,068-59-24.0800W
'ME06,45-01-40.2750N,067-18-33.9640W
'ME18,45-53-00.1560N,069-13-58.1800W
'1ME,46-03-39.1500N,069-24-34.0000W
'39B,46-12-08.9000N,069-14-25.4000W
'29ME,44-26-52.8000N,069-31-49.2000W
'ME19,46-36-58.1110N,069-31-20.2010W
'ME04,46-36-34.1110N,069-31-50.2020W
'ME28,43-49-25.2800N,070-19-48.1900W
'ME2,44-40-48.0000N,067-15-51.7000W
'43B,44-43-35.1000N,067-59-26.6000W
'68JY,43-55-54.0000N,070-45-24.0000W
'1B0,45-00-16.2200N,069-14-14.7800W
'3S2,44-30-50.9000N,070-24-24.5000W
'ME85,45-11-00.1970N,069-14-08.1620W
'44B,45-10-38.9000N,069-14-40.8000W
'ME43,45-11-18.8100N,069-14-12.3300W
'ME01,43-57-25.2640N,070-27-45.2020W
'6ME6,44-21-12.0000N,070-23-42.0000W
'03M,44-18-54.8000N,069-53-13.4000W
'EPM,44-54-36.4000N,067-00-45.7000W
'3B4,43-08-35.2835N,070-46-24.3700W
'72ME,44-38-07.0000N,068-37-57.0000W
'ME20,44-35-57.2350N,069-37-26.1660W
'64ME,43-44-20.9900N,070-18-46.4600W
'78ME,43-45-11.0000N,070-15-33.0000W
'ME23,44-37-35.5800N,070-09-43.5300W
'ME00,46-45-56.5400N,067-50-50.6100W
'ME48,47-15-53.5900N,068-35-35.7600W
'ME25,47-09-58.1440N,068-23-31.1500W
'FVE,47-17-07.8000N,068-18-45.8000W
'57ME,43-55-04.0000N,070-51-16.0000W
'IZG,43-59-28.1000N,070-56-52.4000W
'4ME4,44-00-24.3700N,070-56-01.0700W
'40ME,44-06-21.2100N,070-57-21.5200W
'ME27,44-54-03.2480N,068-48-08.1300W
'21ME,43-40-37.9400N,070-25-21.4200W
'ME91,43-40-30.2870N,070-29-44.1900W
'ME80,43-56-02.0000N,070-21-23.0000W
'ME39,44-14-07.3000N,070-07-57.2000W
'ME49,45-27-30.1300N,069-36-40.2800W
'52B,45-28-28.6060N,069-36-13.8870W
'ME30,45-28-00.3620N,069-35-58.0780W
'3B1,45-27-46.2000N,069-33-05.9400W
'21M,45-28-41.9000N,069-37-09.5000W
'ME33,43-46-43.2970N,070-00-47.1720W
'03ME,44-05-03.2540N,070-37-38.2180W
'ME11,44-20-32.2440N,070-17-16.2080W
'ME47,44-51-16.2200N,069-27-23.1710W
'HUL,46-07-28.5900N,067-47-32.5000W
'57B,44-18-08.9000N,068-54-38.1000W
'60B,45-38-00.1680N,070-15-58.2430W
'59B,45-37-57.9210N,070-14-55.6520W
'ME92,44-31-00.2290N,070-13-20.2150W
'ME34,44-10-25.2750N,069-25-43.1610W
'05ME,44-39-25.2780N,067-33-32.9760W
'ME46,43-24-44.3070N,070-26-48.1820W
'ME45,43-24-20.3080N,070-25-56.1810W
'PG1,44-52-03.8000N,068-58-37.5800W
'ME35,44-55-53.2440N,069-00-26.1410W
'ME95,44-06-11.6400N,070-12-54.2600W
'ME16,46-57-01.5400N,067-53-09.1000W
'63B,43-45-46.9000N,070-40-20.9000W
'LRG,45-21-43.7790N,068-32-05.0890W
'20ME,44-03-30.0000N,070-05-55.0000W
'ME75,43-57-14.2780N,070-08-29.1880W
'ME12,44-23-16.2400N,070-15-16.2090W
'B10,44-24-36.0000N,070-08-45.9000W
'65B,44-50-11.6000N,067-01-37.1000W
'70ME,43-31-13.9600N,070-38-55.2700W
'ME52,44-42-48.4000N,067-28-33.1400W
'MVM,44-42-11.2000N,067-28-43.0000W
'ME81,43-45-30.0000N,069-19-17.8000W
'ME40,46-31-44.0000N,067-52-36.0000W
'35ME,43-52-16.0000N,068-53-36.0000W
'66B,45-01-46.6400N,067-21-57.4800W
'04ME,44-40-00.2230N,069-53-38.1990W
'ME58,44-32-20.2800N,067-53-03.0040W
'70B,45-43-42.1720N,068-50-40.1480W
'MLT,45-38-52.2000N,068-41-08.0000W
'75B,44-29-34.0000N,069-59-25.7000W
'5ME,43-57-14.0000N,070-35-14.9000W
'76B,43-59-12.9000N,070-37-06.5000W
'3ME8,43-59-41.9400N,070-38-28.8000W
'71ME,43-58-01.0000N,070-36-04.0000W
'74ME,44-03-54.6300N,069-32-00.6800W
'54ME,43-56-58.0000N,070-19-13.0000W
'ME74,44-45-05.0000N,068-58-58.0000W
'ME68,44-49-12.2350N,069-14-18.1710W
'78B,45-39-15.1710N,068-56-58.1560W
'OWK,44-42-55.8000N,069-51-59.3000W
'ME57,43-21-32.3020N,070-44-07.2030W
'ME41,44-09-09.2880N,068-52-35.1150W
'77ME,44-26-00.2360N,070-12-58.2090W
'ME59,44-12-11.2600N,069-36-27.1600W
'0ME7,43-50-22.9800N,070-27-43.2600W
'15ME,43-48-55.0000N,070-13-45.0000W
'OLD,44-57-09.0000N,068-40-27.5000W
'0ME4,44-44-32.8900N,068-28-27.8500W
'81B,44-09-26.8000N,070-28-52.6000W
'92ME,45-13-10.5000N,068-38-20.7000W
'85B,46-05-35.9000N,068-33-51.3000W
'ME88,44-59-30.2810N,067-04-27.9310W
'3ME7,44-27-38.1500N,070-23-49.0500W
'2B7,44-46-06.7000N,069-22-27.9000W
'ME72,45-53-00.1350N,069-58-58.2360W
'ME05,46-45-00.1480N,068-28-16.1550W
'87B,46-45-37.0000N,068-28-51.0000W
'01ME,46-46-44.0000N,068-30-01.0000W
'PWM,43-38-44.3166N,070-18-31.0189W
'83B,46-42-21.5000N,068-03-38.3000W
'PQI,46-41-20.2569N,068-02-41.2449W
'PNN,45-12-02.4000N,067-33-51.8000W
'M57,44-57-11.9000N,070-39-47.0000W
'8B0,44-59-30.8000N,070-39-52.6000W
'ME09,43-55-48.2670N,070-27-11.2000W
'RKD,44-03-36.2677N,069-05-57.3242W
'ME76,44-08-35.3000N,069-05-07.4800W
'ME22,45-40-16.2000N,069-48-24.4000W
'13ME,45-46-34.9430N,069-48-33.6250W
'ME17,44-39-36.8400N,070-35-16.8000W
'90ME,44-31-23.0000N,070-32-44.0000W
'ME69,44-04-08.2710N,070-03-52.1890W
'98M,43-34-32.5800N,070-31-07.8900W
'ME87,43-26-55.3900N,070-46-06.9400W
'SFM,43-23-37.7000N,070-42-28.8000W
'ME32,45-05-25.2000N,069-15-31.1600W
'80ME,43-32-47.0100N,070-22-27.8300W
'ME66,43-36-45.2960N,070-21-26.1790W
'55ME,44-19-05.0000N,069-08-18.0000W
'12ME,44-19-20.3800N,069-12-26.1000W
'92B,47-11-35.1460N,068-13-53.1340W
'ME29,44-45-27.8200N,069-42-51.8800W
'ME51,43-44-13.2800N,070-36-38.2030W
'93B,44-10-23.6000N,068-40-48.9000W
'ME5,44-09-55.4000N,068-25-41.4000W
'3B5,44-11-20.2000N,070-13-58.3000W
'17ME,47-12-09.0000N,067-59-30.0000W
'ME67,47-07-39.1540N,067-57-57.0890W
'05B,47-09-32.1550N,067-55-55.0860W
'ME55,44-04-25.2930N,068-49-08.1110W
'ME6,44-10-28.3000N,070-01-08.2000W
'ME90,43-36-47.2870N,070-41-47.2070W
'WVL,44-31-59.7000N,069-40-31.9000W
'ME71,44-40-11.2100N,070-25-41.3400W
'ME65,43-51-30.4600N,069-53-03.0900W
'ME64,43-22-30.2930N,070-55-45.2230W
'ME62,44-48-35.2230N,069-28-23.1720W
'67ME,43-43-22.1700N,070-20-48.0000W
'ME26,43-40-05.2910N,070-21-47.1810W
'07ME,43-44-18.0000N,070-20-21.0000W
'ME79,45-18-20.1810N,069-20-48.1730W
'24ME,43-49-20.0000N,070-26-34.0000W
'IWI,43-57-41.1000N,069-42-45.2000W
'80MI,42-56-39.8000N,085-30-45.6000W
'2MI5,42-56-30.1070N,085-29-11.0810W
'4MI9,41-54-46.8400N,084-02-56.4600W
'ADG,41-52-03.6260N,084-04-38.3010W
'24MI,44-57-28.9400N,084-57-32.0700W
'38MI,42-28-01.0000N,085-58-45.0000W
'35D,42-31-49.5715N,085-49-25.6044W
'AMN,43-19-19.7000N,084-41-16.6000W
'6MI8,42-55-08.1000N,083-03-42.7600W
'APN,45-04-41.1000N,083-33-37.1000W
'MI62,45-04-37.5000N,083-26-53.0400W
'MI55,45-07-56.4500N,083-26-52.9000W
'ARB,42-13-22.7410N,083-44-44.1860W
'MI14,42-16-59.5500N,083-43-44.5300W
'MI32,42-17-07.5000N,083-43-39.3700W
'Y93,44-59-48.8216N,084-07-38.0437W
'MI08,42-39-11.0000N,083-13-30.0000W
'1MI2,42-41-59.1150N,083-14-50.7720W
'39G,43-01-48.0990N,082-40-09.7270W
'MI01,43-03-28.0980N,082-40-36.7300W
'E53,43-50-46.4400N,083-02-48.4500W
'BAX,43-46-48.8000N,082-59-07.5000W
'MI67,43-17-21.0800N,085-46-52.1660W
'7D3,43-52-31.9283N,085-50-31.4970W
'4M4,43-07-43.1000N,084-22-52.5500W
'45MI,46-15-50.0640N,084-07-35.0920W
'MI68,41-56-15.1580N,086-30-05.0700W
'41G,42-50-25.1200N,084-28-44.9220W
'9MI1,42-19-54.0000N,085-17-48.0000W
'BTL,42-18-23.3021N,085-15-00.3202W
'03MI,43-33-03.0840N,083-51-43.9040W
'3CM,43-32-49.0000N,083-53-43.7000W
'47MI,43-32-00.0850N,083-51-14.9010W
'SJX,45-41-32.0000N,085-33-59.8000W
'6Y8,45-43-16.1847N,085-31-13.2402W
'MI56,43-04-33.6050N,085-16-04.1750W
'ACB,44-59-18.9000N,085-11-54.1000W
'7MI9,42-13-15.1410N,083-28-35.7670W
'43G,42-10-36.1450N,083-32-44.7710W
'71MI,42-05-04.0000N,083-31-02.0000W
'BEH,42-07-42.7084N,086-25-34.0871W
'C20,41-57-03.8000N,086-22-05.1000W
'19MI,43-41-41.5820N,085-28-25.6590W
'RQB,43-43-21.5000N,085-30-14.6000W
'42MI,43-17-27.9900N,083-44-25.9400W
'44G,41-51-20.1730N,083-52-14.7880W
'6Y1,45-45-58.6716N,084-30-13.7302W
'N98,45-12-31.7284N,084-59-23.5880W
'BFA,45-09-57.0295N,084-55-26.8100W
'MI23,43-20-49.0000N,083-52-00.0000W
'MI25,41-55-20.1550N,086-32-44.0750W
'45G,42-34-11.3300N,083-46-42.7000W
'MI02,41-59-13.1600N,083-48-16.7830W
'MI66,42-03-32.0000N,084-14-21.6000W
'6G8,42-05-42.1480N,084-14-26.8120W
'54MI,42-48-37.0000N,084-04-59.0000W
'6MI6,41-51-10.1630N,086-26-10.0600W
'MI72,41-51-00.1650N,086-21-00.0500W
'30MI,41-51-33.1660N,086-19-40.0480W
'MI88,42-43-56.0980N,085-54-19.1190W
'CAD,44-16-31.2000N,085-25-08.1000W
'W87,42-01-02.8326N,083-22-24.9453W
'0MI7,42-02-35.0000N,083-21-34.0000W
'CFS,43-27-31.9030N,083-26-43.6046W
'40MI,43-10-32.6200N,084-50-28.4700W
'25MI,43-55-00.0520N,083-16-29.8470W
'MI95,41-50-48.0000N,085-53-42.0000W
'28MI,44-52-27.9960N,085-47-33.3050W
'5MI1,43-15-05.0000N,085-32-34.0000W
'8MI2,42-28-19.1300N,083-00-39.7100W
'70MI,45-18-51.0000N,085-16-30.0000W
'CVX,45-18-17.5000N,085-16-31.1000W
'MI11,42-32-03.1330N,084-48-04.9500W
'FPK,42-34-26.7000N,084-48-43.6000W
'49G,42-34-40.6200N,084-54-32.4450W
'79MI,46-58-49.0000N,088-32-24.0000W
'SLH,45-39-13.6301N,084-31-09.4945W
'2M7,45-31-55.0000N,084-18-29.0000W
'MI20,42-15-09.5000N,084-00-26.8000W
'8MI9,42-18-18.0000N,084-06-24.0000W
'50G,43-10-55.1144N,084-07-59.8521W
'2MI0,43-13-00.0950N,084-02-49.9020W
'48D,43-50-04.0000N,084-44-24.8000W
'11MI,42-44-18.1050N,083-26-14.7910W
'7N4,42-04-40.1510N,083-59-09.7950W
'51G,43-08-36.4048N,083-47-49.0389W
'MI05,43-10-00.0940N,083-47-14.8640W
'OEB,41-56-00.8489N,085-03-08.2566W
'MI85,41-56-16.5800N,084-59-21.1500W
'55MI,44-48-03.0000N,083-59-09.0000W
'53MI,42-35-35.9000N,083-29-59.8000W
'7MI7,42-22-50.1370N,085-34-39.0350W
'56M,42-57-46.8900N,084-02-40.4600W
'55G,43-17-52.0800N,082-36-28.3100W
'4MI8,43-14-30.0000N,082-34-58.0000W
'39MI,46-10-07.8100N,088-10-20.4870W
'50D,46-00-32.6868N,088-16-26.4923W
'MI03,46-10-08.0000N,085-47-37.0000W
'MI19,43-55-48.0000N,086-09-56.0000W
'6G0,43-01-44.8970N,083-31-46.8230W
'12MI,43-03-06.0960N,083-29-30.8200W
'00MI,43-00-56.9600N,083-31-06.0500W
'MI07,42-17-50.1360N,083-13-37.7380W
'MI40,42-19-15.1350N,083-13-09.7380W
'56MI,42-17-23.7200N,083-12-56.7200W
'DET,42-24-33.5775N,083-00-36.6557W
'MI96,42-22-02.0000N,082-58-03.0000W
'5MI0,42-21-22.9700N,083-03-26.4500W
'DTW,42-12-44.7000N,083-21-12.2000W
'17MI,42-25-04.0400N,083-11-01.1400W
'0MI9,42-22-07.3500N,083-05-07.3600W
'MI74,42-19-47.1370N,083-03-12.7140W
'YIP,42-14-24.1000N,083-31-51.2000W
'ONZ,42-05-56.6830N,083-09-41.2870W
'MI10,42-51-55.1230N,084-42-19.9580W
'92MI,42-51-42.0000N,084-37-09.0000W
'2E8,42-25-30.4500N,083-52-06.7500W
'48MI,42-43-38.7000N,085-42-56.3000W
'C91,41-59-34.5000N,086-07-41.8000W
'13MI,41-58-59.8900N,086-06-52.4100W
'1MI0,46-04-07.0750N,083-43-27.0110W
'DRM,46-00-33.5210N,083-44-38.1630W
'D22,46-01-29.2600N,083-45-09.0500W
'29M,42-53-26.6000N,083-55-55.3510W
'14MI,42-51-03.1080N,085-34-01.0840W
'Y94,45-07-48.6621N,085-06-24.5340W
'MI24,45-08-30.0280N,085-00-24.1860W
'6D9,44-18-46.2000N,083-25-20.3000W
'59M,45-03-12.1950N,085-21-24.0550W
'57MI,42-29-41.0900N,084-39-30.2300W
'04MI,42-32-04.1320N,084-37-41.9270W
'60G,42-35-01.7100N,084-39-05.3300W
'34U,44-50-20.0080N,085-25-52.2530W
'68R,43-23-58.1130N,084-48-03.0410W
'2E2,42-57-05.8000N,082-46-33.3000W
'Y87,44-47-14.9920N,086-00-15.3290W
'ESC,45-43-21.6000N,087-05-37.4000W
'9C8,43-53-41.5000N,085-17-05.1000W
'MI15,42-43-45.1150N,082-39-54.6990W
'MI81,42-30-50.0000N,083-21-28.0000W
'4MI7,43-48-48.0920N,084-49-18.0700W
'MI76,42-33-00.0970N,086-13-00.1230W
'9MI6,42-44-21.1030N,083-45-17.8160W
'MI98,46-12-05.0590N,084-44-30.2010W
'MI60,44-35-29.0000N,085-18-39.0000W
'FNT,42-57-55.7000N,083-44-41.1000W
'01MI,43-02-58.0960N,083-40-46.8430W
'MI18,43-05-35.0980N,083-50-09.8640W
'3DA,43-03-09.0087N,083-48-17.6392W
'65G,42-43-02.1200N,084-03-44.8550W
'E66,42-43-01.5000N,084-03-43.0000W
'66G,43-18-50.0870N,083-42-34.8640W
'FKS,44-37-30.7900N,086-12-02.9100W
'15MI,42-32-40.1260N,082-55-53.7120W
'FFX,43-26-21.5000N,085-59-41.6000W
'39Z,43-06-18.0670N,086-07-25.1850W
'16MI,42-53-21.0000N,083-51-59.8470W
'GLR,45-00-46.9000N,084-42-12.4000W
'4Y4,44-54-42.5000N,084-52-31.2200W
'68G,43-07-30.0940N,083-37-34.8410W
'43MI,45-51-32.8720N,087-07-00.4940W
'GDW,43-58-14.1216N,084-28-30.0720W
'5M6,44-08-25.3350N,084-26-13.1100W
'18MI,42-57-31.1180N,084-38-25.9570W
'3GM,43-02-02.6000N,086-11-53.4000W
'4D0,42-46-29.5756N,084-43-59.2985W
'Y98,46-37-14.9380N,085-55-00.5710W
'9MI3,42-57-56.0950N,085-40-16.1110W
'2MI1,42-57-13.5400N,085-37-21.0600W
'MI97,42-58-08.4100N,085-39-54.6700W
'GRR,42-52-51.0000N,085-31-22.1000W
'MI63,42-57-33.4000N,085-39-49.3000W
'MI78,42-55-00.0930N,085-47-00.1220W
'GOV,44-40-49.2000N,084-43-43.9000W
'6MI0,44-36-53.0400N,084-57-07.1400W
'50MI,43-09-26.1110N,085-17-39.0810W
'02MI,43-09-25.5200N,085-08-54.6600W
'6D6,43-08-31.7000N,085-15-13.9000W
'MI80,43-07-42.1060N,085-23-57.0900W
'69G,42-26-30.1260N,084-03-59.8270W
'0MI4,46-16-12.8020N,087-23-11.5020W
'H80,44-21-52.9000N,083-45-45.6000W
'M47,44-21-00.0000N,083-56-32.0000W
'6MI2,42-39-56.0000N,085-59-16.0000W
'CMX,47-10-06.3020N,088-29-20.6190W
'MGN,45-25-31.7000N,084-54-48.5000W
'3MI1,44-15-01.9167N,085-43-28.1036W
'4Y9,44-18-30.0170N,085-46-20.2410W
'80D,44-03-08.2087N,084-48-47.2891W
'5Y0,44-40-05.6000N,083-18-18.4000W
'Z92,42-35-21.9050N,082-34-32.2450W
'HD6,42-35-32.0200N,082-34-19.0200W
'C04,43-38-29.8850N,086-19-44.6355W
'9D9,42-39-48.7713N,085-20-46.3492W
'1MI4,43-25-18.9000N,084-11-41.1600W
'5Y1,46-02-09.0590N,084-25-11.1290W
'3MI6,42-39-25.1090N,083-39-00.7990W
'13D,42-37-45.0000N,083-40-59.1000W
'Y95,45-04-58.5424N,083-56-02.4890W
'MI49,41-54-41.7000N,084-37-58.8000W
'JYM,41-55-16.6900N,084-35-12.1150W
'HLM,42-47-45.2810N,086-09-43.1530W
'BIV,42-44-34.0000N,086-06-28.2000W
'5MI8,42-40-18.1200N,084-29-17.9100W
'HTL,44-21-35.5285N,084-40-10.1389W
'5Y2,44-19-45.0580N,084-47-30.1030W
'13M,42-36-15.0000N,083-51-31.0000W
'MI27,42-36-45.1150N,083-51-14.8140W
'MI36,42-36-33.0000N,083-48-50.0000W
'OZW,42-37-45.9400N,083-58-55.8950W
'1MI5,42-36-11.0000N,083-51-35.0000W
'4Y1,42-33-54.7000N,083-51-22.6500W
'1MI8,44-50-48.0400N,083-38-12.9300W
'MI82,42-52-35.0880N,085-57-20.1420W
'0MI6,46-23-15.0410N,085-11-02.3330W
